1.5	0.0	0.0	0.0
2.3	0.0	0.0	0.0
3.0	0.0	0.0	0.0
4.2	4.9	0.0	7.2
4.7	10.3	0.0	13.1
6.5	39.1	43.5	41.3
6.2	34.7	33.0	36.5
7.5	60.3	87.2	67.7
3.8	0.0	0.0	2.4
4.6	9.1	0.0	11.9
8.6	83.8	130.5	100.4
9.5	104.5	168.8	130.4
9.5	106.0	171.6	132.7
8.1	73.4	111.0	85.9
6.9	48.0	64.4	51.0
8.2	75.1	114.1	88.3
8.1	72.4	109.1	84.6
7.7	65.4	96.4	74.8
7.4	57.4	82.1	63.7
7.8	66.0	97.5	75.7
7.0	48.5	65.7	51.6
8.8	90.2	142.6	109.3
7.4	58.3	83.7	65.0
6.6	42.1	50.5	44.6
5.8	26.5	0.0	28.3
5.4	19.5	0.0	22.1
6.8	45.9	59.6	48.8
8.0	71.5	107.4	83.3
8.7	87.4	137.5	105.5
8.2	75.0	113.9	88.1
10.6	129.5	214.7	169.5
11.0	136.1	226.8	180.0
11.6	147.3	249.9	195.8
10.4	124.8	205.9	161.9
10.8	133.1	221.4	175.3
12.5	159.2	279.1	211.2
11.0	136.7	228.1	181.1
10.6	127.5	211.1	166.3
10.0	116.1	189.9	148.0
7.7	64.9	95.5	74.1
6.6	41.8	49.9	44.3
7.3	56.3	80.1	62.1
7.1	51.7	71.9	55.8
7.3	55.9	79.3	61.6
9.8	110.8	180.4	140.0
12.4	158.5	277.1	210.4
11.8	151.1	257.7	201.1
13.1	164.8	297.0	225.0
11.9	152.2	260.1	202.7
14.9	167.5	333.0	225.0
10.0	115.3	188.4	146.7
10.6	127.7	211.4	166.6
10.4	123.6	203.9	160.1
13.5	166.2	307.2	225.0
12.4	158.1	276.1	210.0
14.3	167.8	324.0	225.0
13.7	166.8	311.4	225.0
13.0	164.6	295.6	225.0
12.1	155.3	267.8	206.7
11.2	140.4	235.6	186.1
10.1	118.5	194.4	151.8
9.0	94.3	150.4	115.1
7.0	48.7	66.3	51.9
7.2	53.6	75.3	58.5
7.2	54.7	77.2	60.0
5.2	16.7	0.0	19.5
5.1	15.3	0.0	18.3
4.5	7.7	0.0	10.3
5.3	18.2	0.0	20.9
6.6	41.9	50.1	44.4
7.8	67.6	100.2	77.8
9.5	106.2	172.0	133.0
6.3	35.6	35.2	37.5
8.2	76.2	116.3	89.9
10.1	118.2	193.8	151.4
12.9	163.4	291.7	216.3
12.6	160.8	283.9	213.2
13.2	165.4	301.1	225.0
13.5	166.4	308.3	225.0
13.2	165.2	300.1	225.0
13.9	167.5	316.3	225.0
12.0	154.1	264.0	205.2
10.5	126.0	208.2	163.8
9.8	112.8	184.0	143.1
14.0	168.0	320.3	225.0
11.0	137.5	229.6	182.1
7.7	63.5	92.9	72.1
6.5	40.4	46.6	42.8
4.8	11.6	0.0	14.6
4.8	11.4	0.0	14.4
3.8	0.0	0.0	2.4
2.8	0.0	0.0	0.0
3.1	0.0	0.0	0.0
6.3	36.5	37.3	38.5
5.1	15.7	0.0	18.6
4.9	12.8	0.0	15.9
4.8	11.7	0.0	14.8
6.5	40.4	46.4	42.7
9.9	114.8	187.5	146.0
9.4	103.4	166.9	128.8
12.3	157.5	274.1	209.3
12.6	160.7	283.7	213.1
14.1	167.9	322.2	225.0
12.2	156.5	271.3	208.1
11.8	150.0	255.5	199.6
11.6	147.9	251.1	196.6
9.6	106.8	173.0	133.9
9.0	93.5	148.9	113.9
6.8	46.0	59.9	48.9
6.7	43.4	53.6	46.0
7.0	50.2	69.3	53.8
7.0	49.5	67.9	52.8
6.3	35.3	34.5	37.2
7.2	54.5	76.9	59.7
8.4	79.8	123.1	94.8
7.7	64.2	94.2	73.1
5.3	19.2	0.0	21.8
3.2	0.0	0.0	0.0
7.6	62.6	91.3	70.8
6.7	42.7	52.1	45.3
6.7	43.3	53.5	46.0
5.9	29.0	0.0	30.5
8.0	70.3	105.1	81.6
8.5	83.0	129.1	99.3
13.2	165.2	299.8	225.0
15.2	166.9	335.7	225.0
16.9	162.7	340.3	225.0
19.3	160.0	319.7	225.0
15.7	165.7	337.9	225.0
16.3	164.3	339.5	225.0
15.4	166.5	336.6	225.0
19.7	160.0	317.1	225.0
13.1	164.8	297.1	225.0
12.8	162.6	289.5	215.4
11.4	143.5	242.0	190.4
8.8	90.4	143.1	109.6
8.0	71.8	108.0	83.7
7.1	52.0	72.4	56.3
5.4	20.5	0.0	23.0
3.5	0.0	0.0	0.0
4.7	9.8	0.0	12.6
6.2	34.9	33.6	36.8
5.7	25.2	0.0	27.2
4.6	8.9	0.0	11.7
4.5	7.9	0.0	10.5
7.0	48.9	66.6	52.0
6.3	36.2	36.6	38.1
9.5	104.5	168.9	130.5
9.4	102.0	164.3	126.7
11.6	146.5	248.1	194.6
11.1	139.1	233.0	184.4
11.9	151.4	258.4	201.6
11.9	152.1	259.7	202.5
11.6	147.6	250.5	196.2
11.0	136.5	227.6	180.7
10.0	115.3	188.6	146.9
9.9	113.7	185.6	144.4
12.2	156.3	270.7	207.9
10.7	131.3	218.0	172.3
10.1	119.0	195.3	152.7
10.3	121.5	199.9	156.6
12.4	157.9	275.3	209.7
9.9	115.0	187.9	146.3
9.6	106.2	172.1	133.1
8.4	80.4	124.1	95.6
7.3	55.3	78.4	60.8
6.9	47.5	63.4	50.6
4.3	5.3	0.0	7.7
4.5	8.0	0.0	10.6
5.0	14.0	0.0	17.1
5.9	29.2	0.0	30.7
7.3	55.6	78.9	61.2
8.8	90.0	142.4	109.1
11.6	146.3	247.8	194.4
10.7	130.0	215.7	170.3
11.3	142.3	239.6	188.9
12.3	157.4	274.0	209.2
12.7	161.8	286.9	214.4
12.7	161.0	284.6	213.4
11.0	136.6	227.9	180.9
8.7	86.9	136.5	104.8
7.1	50.7	70.1	54.5
8.5	82.1	127.3	98.0
7.5	59.2	85.3	66.2
5.4	20.5	0.0	23.0
6.8	45.8	59.3	48.7
5.5	22.2	0.0	24.5
4.9	12.7	0.0	15.9
4.5	8.3	0.0	10.9
3.4	0.0	0.0	0.0
8.8	89.8	141.9	108.7
10.3	122.0	200.9	157.5
12.5	159.1	278.9	211.2
12.5	159.5	280.2	211.7
10.4	125.3	206.9	162.7
7.9	68.6	102.0	79.2
8.8	90.0	142.4	109.1
8.1	73.9	111.8	86.5
9.9	115.1	188.1	146.5
10.7	130.2	216.0	170.5
9.4	102.5	165.3	127.5
11.6	147.5	250.3	196.0
11.8	151.0	257.5	201.0
8.3	77.0	117.8	90.9
6.3	35.8	35.6	37.7
8.0	70.6	105.6	82.0
8.7	86.9	136.4	104.7
7.2	54.0	76.0	59.0
9.2	97.9	156.9	120.5
6.9	46.7	61.5	49.7
6.1	32.6	28.0	34.2
7.8	67.0	99.3	77.1
7.5	61.1	88.6	68.8
7.6	61.6	89.6	69.6
11.9	152.1	259.9	202.5
11.8	150.0	255.4	199.5
12.6	160.2	282.1	212.4
12.5	159.7	280.7	211.9
11.6	147.2	249.7	195.7
8.3	78.7	120.9	93.3
7.9	69.0	102.9	79.8
7.3	54.8	77.4	60.1
7.2	53.7	75.5	58.6
8.5	81.6	126.5	97.4
10.4	123.5	203.6	159.8
8.7	87.2	137.0	105.1
9.5	106.0	171.6	132.7
9.7	109.1	177.2	137.4
7.8	66.3	98.0	76.1
6.5	40.2	46.1	42.5
8.4	80.3	123.9	95.5
11.3	142.7	240.3	189.3
8.0	70.5	105.5	81.8
6.0	30.4	22.9	31.8
4.0	2.6	0.0	4.7
2.7	0.0	0.0	0.0
3.9	0.0	0.0	2.8
3.5	0.0	0.0	1.6
6.4	37.5	39.6	39.5
6.8	45.9	59.6	48.8
5.7	24.5	0.0	26.5
5.9	28.1	0.0	29.7
5.5	21.1	0.0	23.5
6.8	44.7	56.8	47.5
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
8.2	75.4	114.7	88.6
7.5	59.7	86.2	66.9
8.6	84.5	132.0	101.4
8.1	73.4	110.9	85.9
8.4	80.7	124.8	96.1
9.2	97.4	156.0	119.7
8.5	81.4	126.1	97.1
10.3	123.1	202.9	159.3
10.6	127.9	211.7	166.9
9.8	111.3	181.2	140.8
7.6	62.3	90.9	70.6
5.7	25.8	0.0	27.7
6.6	41.5	49.1	43.9
4.9	12.7	0.0	15.8
5.7	25.0	0.0	27.0
7.1	51.4	71.3	55.3
10.4	125.1	206.6	162.4
10.6	128.9	213.5	168.4
9.5	104.1	168.2	129.9
9.4	101.8	164.0	126.4
11.0	136.4	227.4	180.5
12.5	158.9	278.3	210.9
11.1	137.7	230.1	182.4
11.4	143.8	242.6	190.9
12.2	156.2	270.4	207.8
13.6	166.7	310.8	225.0
11.6	147.8	251.0	196.6
10.7	130.7	216.9	171.3
9.1	95.1	151.9	116.4
7.7	64.2	94.1	73.1
6.6	41.7	49.7	44.2
6.9	47.3	62.9	50.3
4.6	8.7	0.0	11.4
4.8	10.8	0.0	13.7
4.2	5.1	0.0	7.4
3.9	0.0	0.0	2.6
2.5	0.0	0.0	0.0
2.3	0.0	0.0	0.0
3.7	0.0	0.0	2.2
4.2	4.2	0.0	6.5
3.6	0.0	0.0	1.9
3.9	0.0	0.0	2.7
5.2	17.6	0.0	20.4
4.9	12.5	0.0	15.6
5.5	22.1	0.0	24.4
4.6	9.3	0.0	12.1
7.3	55.2	78.2	60.7
7.5	59.6	86.0	66.8
9.2	97.6	156.3	120.0
9.0	94.1	150.0	114.7
9.7	109.6	178.1	138.1
10.1	118.8	195.0	152.4
9.2	98.5	158.0	121.4
8.9	92.6	147.3	112.8
9.5	105.6	170.8	132.1
11.2	139.6	234.0	185.1
10.4	123.7	203.9	160.1
5.8	27.6	0.0	29.3
6.6	41.5	49.0	43.9
7.9	69.0	102.8	79.8
7.7	65.3	96.3	74.7
8.7	86.7	136.0	104.4
6.2	33.6	30.4	35.3
6.4	38.2	41.3	40.3
8.7	87.3	137.3	105.3
7.7	63.6	93.2	72.4
10.4	125.5	207.3	163.0
12.1	154.7	265.9	205.9
13.5	166.4	308.4	225.0
10.7	130.7	217.0	171.4
11.2	139.6	234.0	185.0
10.3	121.9	200.6	157.2
10.3	122.6	202.0	158.4
9.9	114.9	187.7	146.1
9.8	111.9	182.4	141.7
8.9	92.1	146.3	112.0
10.3	122.5	201.8	158.2
7.7	64.2	94.2	73.1
8.7	86.6	135.8	104.3
5.8	27.3	0.0	29.1
3.5	0.0	0.0	1.6
2.6	0.0	0.0	0.0
4.0	2.7	0.0	4.9
6.5	39.3	43.9	41.5
7.9	67.9	100.9	78.3
6.0	30.1	0.0	31.5
7.2	53.1	74.4	57.8
6.5	40.7	47.3	43.1
9.8	110.9	180.4	140.1
6.7	44.5	56.3	47.3
9.7	109.7	178.4	138.4
9.2	99.2	159.3	122.5
7.4	57.5	82.2	63.8
7.7	65.0	95.7	74.3
10.2	120.6	198.3	155.3
9.6	108.3	175.8	136.3
8.9	92.0	146.0	111.8
8.4	80.8	125.0	96.3
9.5	104.0	168.0	129.7
5.4	20.1	0.0	22.6
6.0	29.6	0.0	31.0
5.2	17.0	0.0	19.8
5.1	14.6	0.0	17.7
3.5	0.0	0.0	0.0
4.1	3.0	0.0	5.1
4.0	2.8	0.0	4.9
5.9	28.8	0.0	30.3
3.4	0.0	0.0	0.0
4.3	5.5	0.0	7.9
6.3	35.5	35.1	37.4
7.9	68.4	101.7	78.9
9.3	100.9	162.4	125.0
9.4	103.0	166.1	128.2
7.4	57.3	82.0	63.6
9.2	98.3	157.7	121.1
8.4	80.2	123.8	95.4
9.1	96.8	154.9	118.8
8.5	81.9	127.0	97.8
8.7	86.6	135.9	104.3
7.2	53.8	75.6	58.7
10.2	119.6	196.5	153.6
10.1	119.1	195.5	152.8
11.8	151.2	258.0	201.3
13.4	165.9	305.3	225.0
12.9	163.3	291.4	216.2
12.7	161.8	287.0	214.4
14.7	167.6	329.8	225.0
14.5	167.7	327.4	225.0
10.1	117.8	193.1	150.8
9.1	96.4	154.2	118.3
9.1	96.2	153.8	117.9
9.4	101.8	164.1	126.4
8.6	84.8	132.5	101.8
6.5	39.9	45.4	42.2
4.9	12.7	0.0	15.8
5.9	29.5	0.0	31.0
4.8	11.7	0.0	14.7
5.8	27.4	0.0	29.1
6.2	33.6	30.5	35.3
5.7	25.4	0.0	27.3
4.4	6.3	0.0	8.8
6.5	39.1	43.5	41.3
9.0	93.7	149.3	114.2
9.4	102.7	165.6	127.7
11.7	148.8	252.9	197.9
10.8	132.7	220.6	174.6
7.6	63.0	92.1	71.5
8.9	92.5	147.1	112.6
9.0	94.1	150.0	114.8
9.2	98.4	157.9	121.3
9.6	107.6	174.5	135.2
9.8	112.2	182.9	142.2
7.3	55.8	79.2	61.4
6.3	35.8	35.7	37.7
6.5	40.3	46.3	42.6
7.7	65.4	96.5	74.9
6.1	32.5	27.9	34.1
5.0	12.9	0.0	16.1
5.4	21.0	0.0	23.4
4.1	3.3	0.0	5.5
2.2	0.0	0.0	0.0
1.6	0.0	0.0	0.0
3.9	0.0	0.0	2.7
4.4	6.8	0.0	9.4
4.4	7.0	0.0	9.6
5.4	19.8	0.0	22.3
5.2	16.0	0.0	18.9
6.8	46.1	59.9	48.9
8.6	84.8	132.6	101.9
5.3	18.4	0.0	21.1
7.1	52.4	73.1	56.8
10.3	122.7	202.2	158.6
12.7	161.8	286.9	214.4
9.2	97.4	156.0	119.8
8.0	70.4	105.4	81.8
7.3	55.6	78.8	61.2
6.3	36.5	37.4	38.5
5.7	24.6	0.0	26.6
5.9	29.2	0.0	30.7
7.1	52.1	72.5	56.3
6.1	31.8	26.1	33.3
5.1	14.3	0.0	17.4
3.6	0.0	0.0	1.8
2.0	0.0	0.0	0.0
3.5	0.0	0.0	1.5
5.8	27.5	0.0	29.3
6.1	33.1	29.2	34.7
9.4	103.9	167.8	129.6
10.0	117.3	192.1	149.9
11.9	151.3	258.2	201.4
11.9	152.3	260.2	202.8
10.8	132.2	219.7	173.8
11.6	147.5	250.4	196.1
11.1	139.0	232.7	184.2
11.4	144.3	243.8	191.7
11.7	148.6	252.6	197.6
11.5	145.2	245.5	192.8
10.8	133.0	221.1	175.0
9.6	107.9	175.1	135.7
10.1	118.7	194.8	152.2
8.9	90.7	143.6	110.0
7.6	61.6	89.6	69.5
9.1	95.3	152.2	116.6
7.6	61.6	89.5	69.5
6.9	46.6	61.1	49.5
7.0	49.9	68.6	53.3
5.0	13.2	0.0	16.4
2.6	0.0	0.0	0.0
3.3	0.0	0.0	0.0
4.6	8.8	0.0	11.5
5.8	27.2	0.0	28.9
7.0	50.2	69.3	53.8
8.1	73.1	110.4	85.5
13.2	165.0	298.8	225.0
15.0	167.4	334.2	225.0
15.1	167.1	335.5	225.0
16.7	163.3	340.0	225.0
15.8	165.7	338.0	225.0
14.3	167.8	325.0	225.0
12.4	158.6	277.3	210.5
12.6	160.2	282.2	212.5
10.1	117.8	193.0	150.7
9.7	110.3	179.4	139.2
9.8	112.1	182.6	141.9
6.5	40.2	46.2	42.6
4.1	3.6	0.0	5.9
3.7	0.0	0.0	2.2
3.1	0.0	0.0	0.0
2.6	0.0	0.0	0.0
2.8	0.0	0.0	0.0
1.2	0.0	0.0	0.0
1.9	0.0	0.0	0.0
2.7	0.0	0.0	0.0
3.6	0.0	0.0	1.7
4.3	5.3	0.0	7.7
6.0	30.5	23.1	31.9
9.3	101.6	163.7	126.1
8.5	83.4	129.8	99.8
7.6	61.2	88.9	69.0
8.5	81.8	126.9	97.7
8.5	82.8	128.7	99.0
10.4	124.8	205.9	161.9
14.3	167.8	324.9	225.0
13.2	165.2	300.0	225.0
12.2	156.5	271.2	208.1
12.0	153.6	262.8	204.5
11.5	144.6	244.2	192.0
10.4	124.9	206.2	162.1
8.5	81.6	126.5	97.4
9.3	100.1	160.9	123.8
7.4	59.0	84.9	65.9
5.5	22.3	0.0	24.6
7.3	54.8	77.5	60.1
7.7	64.2	94.2	73.1
7.1	52.4	73.2	56.8
5.8	27.2	0.0	28.9
7.8	65.5	96.6	75.0
10.9	135.4	225.6	178.9
10.9	134.6	224.1	177.6
10.6	128.7	213.2	168.2
9.1	97.0	155.3	119.2
9.7	110.0	178.9	138.8
9.6	108.0	175.2	135.7
10.8	132.7	220.6	174.5
13.9	167.7	317.6	225.0
14.5	167.7	327.3	225.0
14.0	167.8	318.8	225.0
15.0	167.4	334.9	225.0
15.5	166.3	336.9	225.0
15.3	166.7	336.1	225.0
13.6	166.7	310.6	225.0
11.3	141.5	238.0	187.7
8.7	87.5	137.7	105.6
5.9	28.4	0.0	30.0
3.5	0.0	0.0	1.6
2.6	0.0	0.0	0.0
1.4	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
2.3	0.0	0.0	0.0
3.1	0.0	0.0	0.0
4.9	12.4	0.0	15.5
4.6	8.6	0.0	11.3
6.1	31.6	25.8	33.1
6.3	36.2	36.5	38.1
8.2	75.4	114.6	88.6
9.7	108.6	176.4	136.7
9.2	98.2	157.6	121.0
8.1	73.1	110.3	85.5
8.5	82.6	128.3	98.7
9.0	94.8	151.3	115.8
9.1	95.5	152.6	116.9
11.3	142.3	239.5	188.8
10.4	125.4	207.2	163.0
7.5	60.1	86.8	67.4
9.3	100.7	162.0	124.7
10.7	129.9	215.5	170.2
9.9	113.6	185.4	144.2
9.8	111.0	180.7	140.3
8.8	88.4	139.4	106.9
11.6	147.1	249.5	195.5
10.5	127.0	210.0	165.4
10.4	123.6	203.7	160.0
14.8	167.5	332.1	225.0
13.8	167.2	314.5	225.0
14.4	167.8	325.7	225.0
11.3	141.4	237.7	187.6
11.5	144.7	244.6	192.2
11.1	137.7	230.1	182.4
13.2	165.2	300.1	225.0
12.2	156.4	271.0	208.0
13.0	164.3	294.3	217.3
11.1	138.3	231.3	183.2
8.8	90.1	142.6	109.3
7.7	63.9	93.6	72.7
6.9	47.5	63.3	50.5
4.7	9.7	0.0	12.5
5.5	22.7	0.0	25.0
6.8	44.7	56.8	47.5
7.1	52.5	73.3	56.9
5.5	22.2	0.0	24.5
4.3	5.5	0.0	7.9
2.2	0.0	0.0	0.0
2.5	0.0	0.0	0.0
3.7	0.0	0.0	2.2
5.1	14.9	0.0	18.0
5.4	21.0	0.0	23.4
5.3	18.3	0.0	20.9
6.3	35.9	36.0	37.9
6.3	35.9	36.0	37.9
5.9	29.0	0.0	30.6
4.3	5.8	0.0	8.2
7.9	68.1	101.2	78.5
10.8	133.5	222.0	175.8
10.0	115.5	188.8	147.0
10.6	127.7	211.3	166.6
11.3	141.3	237.6	187.5
10.1	119.3	195.8	153.1
10.8	132.1	219.5	173.7
11.9	152.3	260.1	202.7
8.1	73.4	110.9	85.9
9.0	94.0	149.8	114.6
8.1	72.3	108.8	84.4
7.3	56.1	79.7	61.8
6.5	40.0	45.6	42.3
8.3	77.7	119.0	91.9
8.2	76.5	116.8	90.2
8.5	82.8	128.7	99.0
5.7	25.1	0.0	27.0
3.2	0.0	0.0	0.0
4.1	3.3	0.0	5.5
4.0	2.8	0.0	5.0
3.8	0.0	0.0	2.5
4.5	7.8	0.0	10.4
5.4	19.6	0.0	22.2
6.8	45.8	59.3	48.6
8.9	91.8	145.7	111.5
11.4	142.9	240.8	189.7
10.5	126.1	208.5	164.1
8.2	75.2	114.2	88.3
9.7	109.2	177.4	137.5
11.3	142.4	239.7	188.9
13.5	166.2	307.3	225.0
11.0	135.8	226.4	179.6
10.9	134.5	223.9	177.4
10.4	123.5	203.6	159.9
9.6	106.5	172.5	133.5
5.8	26.7	0.0	28.5
6.9	47.9	64.2	50.9
5.4	21.0	0.0	23.4
6.4	38.8	42.7	41.0
9.0	94.7	151.2	115.7
7.4	58.5	84.1	65.3
4.4	6.9	0.0	9.5
7.6	62.4	91.0	70.7
7.3	56.2	79.9	62.0
6.7	44.3	55.8	47.0
7.2	54.3	76.5	59.4
3.7	0.0	0.0	2.2
4.8	11.3	0.0	14.3
3.4	0.0	0.0	0.0
6.4	38.7	42.6	40.9
6.5	40.4	46.5	42.7
7.3	55.1	78.0	60.6
7.3	55.2	78.2	60.7
7.4	57.1	81.5	63.3
9.7	109.2	177.5	137.6
8.2	75.5	114.9	88.8
7.6	61.3	89.0	69.1
6.5	40.7	47.2	43.0
8.9	91.1	144.4	110.6
10.4	124.8	205.9	161.9
6.7	43.1	52.8	45.7
7.8	66.1	97.7	75.8
5.1	14.7	0.0	17.7
3.3	0.0	0.0	0.0
1.6	0.0	0.0	0.0
3.7	0.0	0.0	2.0
4.9	12.4	0.0	15.5
5.4	19.7	0.0	22.3
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
4.8	11.0	0.0	13.9
0.0	0.0	0.0	0.0
8.2	76.0	115.8	89.5
10.5	126.5	209.1	164.6
11.2	141.0	236.8	186.9
12.5	159.7	280.6	211.8
13.1	164.9	297.8	225.0
11.5	144.5	244.1	191.9
14.2	167.9	322.4	225.0
13.6	166.7	310.7	225.0
12.2	155.8	269.3	207.3
12.1	155.4	268.0	206.8
12.2	156.1	270.2	207.7
10.4	123.5	203.6	159.9
11.8	151.2	258.0	201.3
6.7	42.7	52.0	45.3
6.1	31.9	26.4	33.4
3.2	0.0	0.0	0.0
2.4	0.0	0.0	0.0
4.1	3.8	0.0	6.0
4.7	9.8	0.0	12.6
3.4	0.0	0.0	0.0
2.8	0.0	0.0	0.0
2.1	0.0	0.0	0.0
4.1	4.0	0.0	6.2
4.9	12.5	0.0	15.6
5.8	27.3	0.0	29.0
8.2	75.8	115.5	89.3
6.9	46.7	61.4	49.6
6.0	30.1	0.0	31.6
5.9	29.1	0.0	30.6
5.4	20.3	0.0	22.8
7.3	55.0	77.7	60.3
8.6	84.9	132.6	101.9
6.9	47.0	62.1	49.9
7.2	52.9	74.1	57.5
8.1	72.9	110.0	85.2
8.0	70.7	105.9	82.1
6.8	44.8	57.0	47.6
6.4	37.7	40.2	39.8
6.6	42.5	51.5	45.1
6.2	34.0	31.5	35.8
7.9	67.9	100.8	78.2
6.8	46.4	60.7	49.3
8.2	76.1	116.0	89.6
8.6	85.2	133.2	102.3
5.4	20.1	0.0	22.6
5.1	15.6	0.0	18.6
6.8	46.4	60.6	49.3
6.8	44.7	56.6	47.4
9.7	110.4	179.7	139.5
8.5	81.8	126.8	97.6
8.3	77.4	118.4	91.4
9.2	98.8	158.6	121.9
8.3	77.1	117.9	91.0
9.8	111.8	182.1	141.4
9.8	111.6	181.8	141.2
7.3	55.2	78.1	60.6
6.2	34.7	33.0	36.5
5.6	24.2	0.0	26.3
7.2	53.5	75.1	58.3
8.4	80.3	124.0	95.6
9.3	99.7	160.1	123.2
8.6	84.9	132.8	102.0
5.8	27.4	0.0	29.1
8.6	85.6	134.0	102.9
9.6	107.6	174.6	135.2
8.4	80.4	124.2	95.6
6.9	47.4	63.1	50.4
3.7	0.0	0.0	2.1
3.0	0.0	0.0	0.0
3.9	0.0	0.0	2.7
5.7	25.4	0.0	27.3
8.7	86.4	135.6	104.1
9.6	106.9	173.2	134.1
7.8	67.1	99.4	77.1
10.5	127.5	211.0	166.2
9.9	114.1	186.4	145.0
12.6	160.4	282.9	212.8
12.0	153.5	262.6	204.4
11.8	151.3	258.2	201.4
10.8	132.1	219.5	173.6
10.7	129.8	215.3	170.0
9.3	101.1	162.7	125.3
9.6	107.7	174.7	135.3
7.5	59.5	85.8	66.6
5.8	27.8	0.0	29.5
2.7	0.0	0.0	0.0
3.0	0.0	0.0	0.0
5.4	20.6	0.0	23.1
3.5	0.0	0.0	1.6
3.5	0.0	0.0	0.0
7.7	64.6	95.0	73.7
7.7	63.8	93.5	72.5
8.3	76.7	117.1	90.5
10.5	126.8	209.7	165.1
8.5	83.1	129.3	99.5
8.3	77.7	119.0	91.9
8.5	82.2	127.6	98.2
7.7	65.0	95.7	74.2
